Triton X-1.csv,Triton X-2.csv,0.510142405313597
Triton X-1.csv,Triton X-3.csv,0.5314791414448201
Triton X-1.csv,Triton X-4.csv,0.1771619288155747
Triton X-1.csv,Triton X-5.csv,0.6711351705136361
Triton X-1.csv,Triton X-6.csv,0.742829300968958
Triton X-1.csv,Triton X-7.csv,0.5606391385180266
Triton X-2.csv,Triton X-3.csv,0.8582814727459347
Triton X-2.csv,Triton X-4.csv,0.05923856247303271
Triton X-2.csv,Triton X-5.csv,0.44642776381375254
Triton X-2.csv,Triton X-6.csv,0.5183803029161427
Triton X-2.csv,Triton X-7.csv,0.7857641656938161
Triton X-3.csv,Triton X-4.csv,0.060630801834483126
Triton X-3.csv,Triton X-5.csv,0.4808360352625136
Triton X-3.csv,Triton X-6.csv,0.5443554784004325
Triton X-3.csv,Triton X-7.csv,0.715650146008607
Triton X-4.csv,Triton X-5.csv,0.18324597589952354
Triton X-4.csv,Triton X-6.csv,0.18194365849286745
Triton X-4.csv,Triton X-7.csv,0.06444020813361856
Triton X-5.csv,Triton X-6.csv,0.8035472511274113
Triton X-5.csv,Triton X-7.csv,0.4970454723631392
Triton X-6.csv,Triton X-7.csv,0.5589580967562334
